id;uuid;first_name;last_name;username;email;password;phone;activated;authority_name;organization_id;post;birthday;activity_zone;activity_service;type_contract;created_by;last_modified_by;manager_id;activation_key
77;0b713649-95c8-4da8-97a0-4d5e584838da;Ariel;Allery;commercial77@local.host;commercial77@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;41 79 83 93 08;false;ROLE_COMMERCIAL;1;Professor;1964-07-23;Nord;Service A;PROFESSIONNALISATION;system;system;4;NULL
78;b4dab012-0c86-4310-8946-677ae01fe0b9;Stafani;Praton;commercial78@local.host;commercial78@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;50 91 30 96 34;false;ROLE_COMMERCIAL;1;Senior Developer;1934-05-11;Ouest;Service B;INTERMITTENT;system;system;4;NULL
79;e3045480-f83c-484d-9dc4-2e05c810cc64;Jehanna;Ciciotti;commercial79@local.host;commercial79@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;83 93 22 02 82;true;ROLE_COMMERCIAL;1;Media Manager III;1935-05-01;Ouest;Service D;ANNUALISE;system;system;4;NULL
80;242a3e40-bf6a-44ba-b31d-d7d6e7c80687;Sibby;Grishukhin;commercial80@local.host;commercial80@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;94 34 23 63 21;true;ROLE_COMMERCIAL;1;Technical Writer;1909-09-10;Sud;Service C;CHANTIER;system;system;4;NULL
81;5c28a9a6-fd51-44b6-a14e-9969b479e03c;Norene;Hedderly;commercial81@local.host;commercial81@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;11 20 03 64 35;true;ROLE_COMMERCIAL;2;Quality Control Specialist;1952-04-10;Est;Service B;TEMPS_PARTIEL;system;system;4;NULL
82;a7d64339-e3f5-419d-8a73-373fbe6597f8;Maude;Mardee;commercial82@local.host;commercial82@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;80 03 72 27 29;true;ROLE_COMMERCIAL;2;Technical Writer;1928-05-22;Est;;APPRENTISSAGE;system;system;4;NULL
83;b70fef6b-b79c-44fa-a7a8-f1125937bbd2;Mendy;Loxton;commercial83@local.host;commercial83@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;11 23 58 02 50;true;ROLE_COMMERCIAL;1;Teacher;1949-03-04;Nord;Service C;CDI;system;system;5;NULL
84;81545a7e-023d-41ad-8abc-c8552e7a6f83;Gale;Attreed;commercial84@local.host;commercial84@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;56 72 52 73 67;true;ROLE_COMMERCIAL;1;Sales Associate;1929-10-11;;Service B;CDI;system;system;5;NULL
85;f658fd57-a3cf-4e31-a59b-b50d7fd1c8a5;Lion;Andrieux;commercial85@local.host;commercial85@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;04 37 29 47 11;true;ROLE_COMMERCIAL;1;Quality Engineer;1937-10-12;Sud;Service C;INTERMITTENT;system;system;5;NULL
86;ec5bb4c3-b448-4e22-bf3f-d48b464b426e;Aindrea;Dechelle;commercial86@local.host;commercial86@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;90 95 29 49 33;true;ROLE_COMMERCIAL;1;Media Manager III;1985-12-03;;Service D;INTERIM;system;system;5;NULL
87;6b997850-907b-4300-9595-2d3afabe70d6;Karel;Whacket;commercial87@local.host;commercial87@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;28 97 73 93 89;true;ROLE_COMMERCIAL;1;Geological Engineer;1900-08-30;Ouest;Service A;CDD;system;system;5;NULL
88;44351786-7d9a-497f-80e9-facaa6c5f98b;Tailor;Shaw;commercial88@local.host;commercial88@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;83 24 27 21 19;true;ROLE_COMMERCIAL;1;Librarian;1981-01-23;Est;Service C;CDI;system;system;5;NULL
89;4bcecc8d-235f-4982-bc1d-bb50830ed67c;Benjy;Cluderay;commercial89@local.host;commercial89@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;85 59 32 64 04;true;ROLE_COMMERCIAL;1;Programmer II;1914-03-26;Sud;Service B;CDI;system;system;5;NULL
90;f7563889-c3e4-42db-9959-f7829748ac85;Carmela;Toplin;commercial90@local.host;commercial90@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;64 77 88 88 35;true;ROLE_COMMERCIAL;2;Librarian;1901-05-30;Nord;Service A;CDI;system;system;5;NULL
91;b0e323f7-21f5-4f4c-8081-3b33db98683a;Isaac;Yo;commercial91@local.host;commercial91@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;79 50 23 07 77;false;ROLE_COMMERCIAL;1;Analog Circuit Design manager;1989-11-28;Ouest;Service A;CHANTIER;system;system;5;SPq1kQBlo1OM2Ndna2En
92;da5acf98-c138-4a37-b8a1-e7a6534f1593;Debora;Alp;commercial92@local.host;commercial92@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;07 01 31 17 46;false;ROLE_COMMERCIAL;1;Senior Developer;1915-11-04;Est;Service A;INTERMITTENT;system;system;5;A2RccMp9B9IaPWZxqrxu
93;d3907c75-4ba9-41f7-b1ec-225582fb76b6;Marguerite;Barnewall;commercial93@local.host;commercial93@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;65 58 20 17 25;false;ROLE_COMMERCIAL;1;Physical Therapy Assistant;1941-05-18;Nord;Service B;TEMPS_PARTIEL;system;system;5;4jdjelqxVTIONgYfQnSw
94;8c0a304d-1020-436c-b40c-ec5f7efc9fd9;Lurline;Durrett;commercial94@local.host;commercial94@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;82 47 56 44 06;false;ROLE_COMMERCIAL;1;Mechanical Systems Engineer;1901-11-11;Nord;Service A;INTERIM;system;system;5;U8QKEQpcckj11DS2tD1X
95;0908c30a-0979-453c-a27b-62b603142d95;Saidee;Riditch;commercial95@local.host;commercial95@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;52 45 45 17 57;false;ROLE_COMMERCIAL;1;Staff Scientist;1964-02-24;Est;Service B;APPRENTISSAGE;system;system;5;fKeSvQCWneIaqnXZZblV
96;1b90796f-3b37-4bc0-a577-c13a843d37b8;Cymbre;Garley;commercial96@local.host;commercial96@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;44 65 93 87 38;false;ROLE_COMMERCIAL;1;Help Desk Technician;1916-03-23;Nord;Service D;PROFESSIONNALISATION;system;system;5;W06RzMWH7GnddadURJMF
97;6c195e76-c9e6-4b8a-886d-0d3b2af24763;Clerissa;Cella;commercial97@local.host;commercial97@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;32 62 81 11 00;false;ROLE_COMMERCIAL;1;Professor;1993-11-05;Sud;Service C;INTERMITTENT;system;system;5;MubogN1WKTyLNhFrjWfY
98;6bd0f771-0cfc-4db1-835a-6626560e484a;Danella;Soldner;commercial98@local.host;commercial98@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;38 26 19 99 77;false;ROLE_COMMERCIAL;1;Account Executive;1949-12-02;Ouest;Service D;CDI;system;system;5;eF5r9ivIDTVIHSefHfgn
99;3b9490d1-0c1d-4822-8f4d-e92a4e3cadaa;Feliks;Charville;commercial99@local.host;commercial99@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;46 44 14 82 83;false;ROLE_COMMERCIAL;1;Professor;1933-03-07;Est;Service A;CDD;system;system;5;cvIWKLXiLdZmqXXKBxsd
100;e44afffc-b013-471f-9d90-157f01df2196;Thebault;Rayhill;commercial100@local.host;commercial100@local.host;$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC;80 58 62 96 40;false;ROLE_COMMERCIAL;1;Junior Executive;1971-10-24;Ouest;Service C;PROFESSIONNALISATION;system;system;5;L4sOP3km7yloGvHc6a6b

